timestamp,indicator,market_slug,window_min,side,entry_price,exit_price,entry_time,exit_time,hold_seconds,exit_reason,stake_usd,effective_stake_usd,shares,pnl_usd,price_to_beat,current_price_entry,exchange_median_entry,take_profit_pct,min_exit_pct,entry_open_window_sec,max_hold_sec
2026-04-25T20:01:27.876Z,Scalp Force 15m,btc-updown-15m-1777147200,15,UP,0.54,0.52,2026-04-25T20:00:24.511Z,2026-04-25T20:01:27.876Z,63.4,trailing_stop,1,2.7,5,-0.1,77340.25770484841,77358.35927181016,77355.9,75,58,900,900
2026-04-25T20:04:17.711Z,Scalp Force 15m,btc-updown-15m-1777147200,15,UP,0.51,0.51,2026-04-25T20:01:58.699Z,2026-04-25T20:04:17.711Z,139,trailing_stop,1,2.55,5,0,77340.25770484841,77344.24095285652,77345.02,75,58,900,900
2026-04-25T20:04:40.044Z,Scalp Force 15m,btc-updown-15m-1777147200,15,UP,0.51,0.33,2026-04-25T20:04:19.028Z,2026-04-25T20:04:40.044Z,21,hard_stop,1,2.55,5,-0.9,77340.25770484841,77356.45614752913,77355.81,75,58,900,900
2026-04-25T20:10:51.445Z,Scalp Force 15m,btc-updown-15m-1777147200,15,UP,0.53,0.74,2026-04-25T20:09:23.703Z,2026-04-25T20:10:51.445Z,87.7,tp_trailing_stop,1,2.65,5,1.05,77340.25770484841,77350.4104074602,77348.3,75,58,900,900
2026-04-25T20:16:01.475Z,Scalp Force 15m,btc-updown-15m-1777148100,15,UP,0.51,0.47,2026-04-25T20:15:48.064Z,2026-04-25T20:16:01.475Z,13.4,trailing_stop,1,2.55,5,-0.2,77371.01,77375.95,77380.89,75,58,900,900
2026-04-25T21:02:13.812Z,Scalp Force 15m,btc-updown-15m-1777150800,15,UP,0.51,0.76,2026-04-25T21:01:58.071Z,2026-04-25T21:02:13.812Z,15.7,tp_trailing_stop,1,2.55,5,1.25,77491.95,77498.23677,77499.9,75,58,900,900
2026-04-25T21:27:31.268Z,Scalp Force 15m,btc-updown-15m-1777151700,15,DOWN,0.54,0.35,2026-04-25T21:26:55.672Z,2026-04-25T21:27:31.268Z,35.6,hard_stop,1,2.7,5,-0.95,77517.16707,77509.7034729493,77509.69,75,58,900,900
2026-04-26T14:35:50.469Z,Scalp Force 15m,btc-updown-15m-1777213800,15,UP,0.51,0.35,2026-04-26T14:35:00.575Z,2026-04-26T14:35:50.468Z,49.9,hard_stop,1,2.55,5,-0.8,78060.08,78077.19876,78082,75,58,900,900
2026-04-26T14:39:54.602Z,Scalp Force 15m,btc-updown-15m-1777213800,15,UP,0.53,0.56,2026-04-26T14:39:08.528Z,2026-04-26T14:39:54.602Z,46.1,trailing_stop,1,2.65,5,0.15,78072.44,78075.19611,78076.5,75,58,900,900
2026-04-26T15:01:50.324Z,Scalp Force 15m,btc-updown-15m-1777215600,15,UP,0.53,0.51,2026-04-26T15:00:03.438Z,2026-04-26T15:01:50.324Z,106.9,trailing_stop,1,2.65,5,-0.1,78105.25831,78105.25904,78109.24,75,58,900,900
2026-04-26T15:03:01.742Z,Scalp Force 15m,btc-updown-15m-1777215600,15,UP,0.52,0.51,2026-04-26T15:01:51.751Z,2026-04-26T15:03:01.741Z,70,trailing_stop,1,2.6,5,-0.05,78105.25831,78117.1872168478,78119.32,75,58,900,900
2026-04-26T15:09:32.243Z,Scalp Force 15m,btc-updown-15m-1777215600,15,UP,0.52,0.48,2026-04-26T15:08:30.924Z,2026-04-26T15:09:32.243Z,61.3,trailing_stop,1,2.6,5,-0.2,78110.23636600596,78110.11340688445,78110.79,75,58,900,900
2026-04-26T15:10:55.768Z,Scalp Force 15m,btc-updown-15m-1777215600,15,UP,0.51,0.51,2026-04-26T15:10:24.515Z,2026-04-26T15:10:55.768Z,31.3,trailing_stop,1,2.55,5,0,78102.11,78104.57335,78106.26,75,58,900,900
2026-04-26T15:11:51.867Z,Scalp Force 15m,btc-updown-15m-1777215600,15,UP,0.52,0.53,2026-04-26T15:10:57.135Z,2026-04-26T15:11:51.866Z,54.7,trailing_stop,1,2.6,5,0.05,78102.11,78110.88699,78112.4,75,58,900,900
2026-04-26T15:17:25.423Z,Scalp Force 15m,btc-updown-15m-1777216500,15,UP,0.51,0.58,2026-04-26T15:16:00.788Z,2026-04-26T15:17:25.423Z,84.6,trailing_stop,1,2.55,5,0.35,78104.18547,78108.58359,78110,75,58,900,900
2026-04-26T15:23:07.249Z,Scalp Force 15m,btc-updown-15m-1777216500,15,DOWN,0.53,0.57,2026-04-26T15:21:24.843Z,2026-04-26T15:23:07.249Z,102.4,trailing_stop,1,2.65,5,0.2,78134.32073668785,78102.01041793331,78104.29,75,58,900,900
2026-04-26T15:24:02.595Z,Scalp Force 15m,btc-updown-15m-1777216500,15,DOWN,0.52,0.79,2026-04-26T15:23:18.148Z,2026-04-26T15:24:02.594Z,44.4,tp_trailing_stop,1,2.6,5,1.35,78134.32073668785,78095.75807,78090.8,75,58,900,900
2026-04-26T15:29:59.857Z,Scalp Force 15m,btc-updown-15m-1777216500,15,UP,0.54,0.9,2026-04-26T15:29:36.153Z,2026-04-26T15:29:59.856Z,23.7,tp_trailing_stop,1,2.7,5,1.8,78067.70675,78080.22464607556,78092.85,75,58,900,900
2026-04-26T15:32:11.906Z,Scalp Force 15m,btc-updown-15m-1777217400,15,UP,0.52,0.36,2026-04-26T15:30:04.262Z,2026-04-26T15:32:11.905Z,127.6,hard_stop,1,2.6,5,-0.8,78113.18123,78120.98,78117.29,75,58,900,900
2026-04-26T15:55:51.752Z,Scalp Force 15m,btc-updown-15m-1777218300,15,UP,0.51,0.51,2026-04-26T15:53:04.888Z,2026-04-26T15:55:51.752Z,166.9,trailing_stop,1,2.55,5,0,78058.56808488596,78060.16167889125,78065.01,75,58,900,900
2026-04-26T16:00:13.920Z,Scalp Force 15m,btc-updown-15m-1777219200,15,UP,0.52,0.54,2026-04-26T16:00:01.666Z,2026-04-26T16:00:13.920Z,12.3,trailing_stop,1,2.6,5,0.1,78065.2461,78065.2461,78068.9,75,58,900,900
2026-04-26T16:13:10.283Z,Scalp Force 15m,btc-updown-15m-1777219200,15,UP,0.51,0.2,2026-04-26T16:12:10.821Z,2026-04-26T16:13:10.283Z,59.5,hard_stop,1,2.55,5,-1.55,78053.87450260742,78064.79271401431,78073.2,75,58,900,900
2026-04-26T16:46:02.665Z,Scalp Force 15m,btc-updown-15m-1777221900,15,DOWN,0.54,0.54,2026-04-26T16:45:22.266Z,2026-04-26T16:46:02.665Z,40.4,trailing_stop,1,2.7,5,0,78014.83616280445,77993.45478067409,77980,75,58,900,900
2026-04-26T16:46:53.619Z,Scalp Force 15m,btc-updown-15m-1777221900,15,DOWN,0.54,0.48,2026-04-26T16:46:17.412Z,2026-04-26T16:46:53.618Z,36.2,trailing_stop,1,2.7,5,-0.3,78014.83616280445,77996.83003173115,77981.68,75,58,900,900
2026-04-26T17:01:16.163Z,Scalp Force 15m,btc-updown-15m-1777222800,15,DOWN,0.51,0.63,2026-04-26T17:00:15.476Z,2026-04-26T17:01:16.162Z,60.7,trailing_stop,1,2.55,5,0.6,77939.80937,77923.95633001513,77918.9,75,58,900,900
2026-04-26T17:19:52.771Z,Scalp Force 15m,btc-updown-15m-1777223700,15,UP,0.53,0.48,2026-04-26T17:17:00.206Z,2026-04-26T17:19:52.771Z,172.6,trailing_stop,1,2.65,5,-0.25,78035.68031157786,78035.50507624954,78044.3,75,58,900,900
2026-04-26T17:29:22.075Z,Scalp Force 15m,btc-updown-15m-1777223700,15,UP,0.53,0.59,2026-04-26T17:29:13.991Z,2026-04-26T17:29:22.075Z,8.1,trailing_stop,1,2.65,5,0.3,78035.68031157786,78038.5,78042.99,75,58,900,900
2026-04-26T17:30:01.451Z,Scalp Force 15m,btc-updown-15m-1777223700,15,UP,0.51,0,2026-04-26T17:29:48.789Z,2026-04-26T17:30:01.451Z,12.7,expiry_loss,1,2.55,5,-2.55,78035.68031157786,78031.30381775215,78037.4,75,58,900,900
2026-04-26T17:51:51.616Z,Scalp Force 15m,btc-updown-15m-1777225500,15,UP,0.54,0.65,2026-04-26T17:49:56.859Z,2026-04-26T17:51:51.615Z,114.8,trailing_stop,1,2.7,5,0.55,78033.3447,78048.37536295361,78047.7,75,58,900,900
2026-04-26T18:16:46.318Z,Scalp Force 15m,btc-updown-15m-1777227300,15,UP,0.52,0.64,2026-04-26T18:15:23.562Z,2026-04-26T18:16:46.318Z,82.8,trailing_stop,1,2.6,5,0.6,78117.19429,78127.0625986362,78119.79,75,58,900,900
2026-04-26T18:32:19.285Z,Scalp Force 15m,btc-updown-15m-1777228200,15,UP,0.51,0.51,2026-04-26T18:31:45.044Z,2026-04-26T18:32:19.285Z,34.2,trailing_stop,1,2.55,5,0,78201.39,78207.79216,78203.7,75,58,900,900
2026-04-26T18:33:04.695Z,Scalp Force 15m,btc-updown-15m-1777228200,15,UP,0.51,0.38,2026-04-26T18:32:20.650Z,2026-04-26T18:33:04.695Z,44,decay_stop_force_exit,1,2.55,5,-0.65,78201.39,78216.43790969465,78221.44,75,58,900,900
2026-04-26T18:39:40.702Z,Scalp Force 15m,btc-updown-15m-1777228200,15,UP,0.53,0.36,2026-04-26T18:39:20.310Z,2026-04-26T18:39:40.702Z,20.4,hard_stop,1,2.65,5,-0.85,78201.39,78203.13578,78203.6,75,58,900,900
2026-04-26T18:49:24.392Z,Scalp Force 15m,btc-updown-15m-1777229100,15,UP,0.51,0.69,2026-04-26T18:46:29.398Z,2026-04-26T18:49:24.392Z,175,trailing_stop,1,2.55,5,0.9,78229.32,78246.60253,78248.5,75,58,900,900
2026-04-26T19:16:05.166Z,Scalp Force 15m,btc-updown-15m-1777230900,15,UP,0.54,0.66,2026-04-26T19:15:24.083Z,2026-04-26T19:16:05.165Z,41.1,trailing_stop,1,2.7,5,0.6,78410.17103,78468.06,78483.23,75,58,900,900
2026-04-26T19:50:25.658Z,Scalp Force 15m,btc-updown-15m-1777232700,15,UP,0.53,0.79,2026-04-26T19:46:57.032Z,2026-04-26T19:50:25.658Z,208.6,tp_trailing_stop,1,2.65,5,1.3,78201.58538,78207.70259695422,78211.6,75,58,900,900
2026-04-26T20:13:36.365Z,Scalp Force 15m,btc-updown-15m-1777233600,15,DOWN,0.54,0.76,2026-04-26T20:13:11.145Z,2026-04-26T20:13:36.365Z,25.2,tp_trailing_stop,1,2.7,5,1.1,78264.80327,78251.6570161933,78259.2,75,58,900,900
2026-04-26T20:18:49.335Z,Scalp Force 15m,btc-updown-15m-1777234500,15,DOWN,0.54,0.54,2026-04-26T20:17:55.770Z,2026-04-26T20:18:49.335Z,53.6,trailing_stop,1,2.7,5,0,78205.22,78202.6237607401,78205.04,75,58,900,900
2026-04-26T20:20:41.159Z,Scalp Force 15m,btc-updown-15m-1777234500,15,DOWN,0.54,0.65,2026-04-26T20:18:50.684Z,2026-04-26T20:20:41.159Z,110.5,trailing_stop,1,2.7,5,0.55,78205.22,78188.15368032751,78198.23,75,58,900,900
2026-04-26T20:49:01.127Z,Scalp Force 15m,btc-updown-15m-1777236300,15,UP,0.53,0.41,2026-04-26T20:48:43.816Z,2026-04-26T20:49:01.126Z,17.3,decay_stop_force_exit,1,2.65,5,-0.6,78310.89,78336.30809999819,78350,75,58,900,900
2026-04-26T21:01:02.232Z,Scalp Force 15m,btc-updown-15m-1777237200,15,DOWN,0.51,0.35,2026-04-26T21:00:03.959Z,2026-04-26T21:01:02.232Z,58.3,hard_stop,1,2.55,5,-0.8,78219.40915818377,78217.18501390149,78218.16,75,58,900,900
2026-04-26T21:15:50.414Z,Scalp Force 15m,btc-updown-15m-1777238100,15,DOWN,0.51,0.47,2026-04-26T21:15:09.029Z,2026-04-26T21:15:50.413Z,41.4,trailing_stop,1,2.55,5,-0.2,78264.3389200889,78261.93340696015,78262.18,75,58,900,900
