timestamp,indicator,market_slug,window_min,side,entry_price,exit_price,entry_time,exit_time,hold_seconds,exit_reason,stake_usd,effective_stake_usd,shares,pnl_usd,price_to_beat,current_price_entry,exchange_median_entry,take_profit_pct,min_exit_pct,entry_open_window_sec,max_hold_sec
2026-04-24T22:23:13.591Z,Scalp Force 5m,btc-updown-5m-1777069200,5,DOWN,0.62,0.78,2026-04-24T22:21:09.473Z,2026-04-24T22:23:13.591Z,124.1,tp_hit,1,3.1,5,0.8,77627.68756516837,77606.64,77605.1,75,45,200,150
2026-04-24T22:31:23.177Z,Scalp Force 5m,btc-updown-5m-1777069800,5,DOWN,0.53,0.78,2026-04-24T22:30:25.579Z,2026-04-24T22:31:23.176Z,57.6,tp_hit,1,2.65,5,1.25,77570.59,77569.70376590057,77568.73,75,58,200,50
2026-04-24T23:12:00.825Z,Scalp Force 5m,btc-updown-5m-1777072200,5,UP,0.5,0.77,2026-04-24T23:10:08.810Z,2026-04-24T23:12:00.824Z,112,tp_hit,1,2.5,5,1.35,77391.7518611136,77393.62065,77397.2,75,58,250,150
2026-04-24T23:28:05.924Z,Scalp Force 5m,btc-updown-5m-1777073100,5,UP,0.53,0.75,2026-04-24T23:27:23.445Z,2026-04-24T23:28:05.923Z,42.5,tp_hit,1,2.65,5,1.1,77390.76683612246,77419.62976,77419,75,58,200,150
2026-04-24T23:34:24.787Z,Scalp Force 5m,btc-updown-5m-1777073400,5,UP,0.5,0.77,2026-04-24T23:33:15.064Z,2026-04-24T23:34:24.787Z,69.7,tp_hit,1,2.5,5,1.35,77432.03,77439.65044,77443.75,75,58,200,150
2026-04-24T23:48:01.908Z,Scalp Force 5m,btc-updown-5m-1777074300,5,DOWN,0.5,0.75,2026-04-24T23:46:38.554Z,2026-04-24T23:48:01.906Z,83.4,tp_hit,1,2.5,5,1.25,77452.48,77451.41579,77451.2,75,58,250,150
2026-04-25T00:01:47.652Z,Scalp Force 5m,btc-updown-5m-1777075200,5,UP,0.53,0.79,2026-04-25T00:01:20.475Z,2026-04-25T00:01:47.651Z,27.2,tp_hit,1,2.65,5,1.3,77454.0610017746,77462.31412540092,77454.9,75,58,250,150
2026-04-25T01:17:24.319Z,Scalp Force 5m,btc-updown-5m-1777079700,5,UP,0.5,0.77,2026-04-25T01:16:17.024Z,2026-04-25T01:17:24.319Z,67.3,tp_hit,1,2.5,5,1.35,77532.102,77535.01432565993,77536,75,58,200,150
2026-04-25T01:33:29.041Z,Scalp Force 5m,btc-updown-5m-1777080600,5,UP,0.51,0.54,2026-04-25T01:30:58.556Z,2026-04-25T01:33:29.040Z,150.5,timeout_force_exit,1,2.55,5,0.15,77508.22364361584,77515.24468759283,77516.1,75,58,200,150
2026-04-25T01:37:36.318Z,Scalp Force 5m,btc-updown-5m-1777080900,5,UP,0.5,0.21,2026-04-25T01:35:05.327Z,2026-04-25T01:37:36.317Z,151,timeout_force_exit,1,2.5,5,-1.45,77567.11424664645,77568.338,77568.36,75,58,200,150
